# alfa=-1 beta=3 gamma=1.5 omega=0.6 k=0
23.57 -1.19146 0.630561 -0.10216 0.42281
23.58 -1.19249 0.634811 -0.0631138 0.421328
23.59 -1.19312 0.639045 -0.0238996 0.419736
23.6 -1.19336 0.643263 0.0154367 0.418031
23.61 -1.19321 0.647465 0.0548482 0.416212
23.62 -1.19266 0.651648 0.0942884 0.414278
23.63 -1.19171 0.655811 0.13371 0.412227
23.64 -1.19036 0.659954 0.173068 0.410059
23.65 -1.18862 0.664075 0.212314 0.40777
23.66 -1.18649 0.668174 0.251404 0.405361
23.67 -1.18396 0.672248 0.290293 0.40283
23.68 -1.18105 0.676296 0.328935 0.400175
23.69 -1.17774 0.680318 0.367289 0.397396
23.7 -1.17405 0.684312 0.405312 0.394492
23.71 -1.16998 0.688276 0.442963 0.391461
23.72 -1.16552 0.692211 0.480203 0.388302
23.73 -1.1607 0.696113 0.516993 0.385016
23.74 -1.1555 0.699983 0.553297 0.381601
23.75 -1.14994 0.703818 0.58908 0.378056
23.76 -1.14402 0.707617 0.624309 0.374381
23.77 -1.13775 0.71138 0.658953 0.370575
23.78 -1.13112 0.715104 0.692983 0.366638
23.79 -1.12416 0.718789 0.726371 0.36257
23.8 -1.11686 0.722433 0.759091 0.35837
23.81 -1.10923 0.726035 0.791122 0.354038
23.82 -1.10128 0.729593 0.822441 0.349574
23.83 -1.09301 0.733106 0.853029 0.344979
23.84 -1.08444 0.736573 0.882871 0.340252
23.85 -1.07557 0.739993 0.91195 0.335393
23.86 -1.0664 0.743363 0.940256 0.330404
23.87 -1.05695 0.746684 0.967776 0.325284
23.88 -1.04723 0.749953 0.994504 0.320035
23.89 -1.03723 0.75317 1.02043 0.314656
23.9 -1.02698 0.756332 1.04556 0.30915
23.91 -1.01647 0.759439 1.06988 0.303516
23.92 -1.00572 0.762489 1.09339 0.297756
23.93 -0.994727 0.765482 1.1161 0.291871
23.94 -0.98351 0.768415 1.138 0.285862
23.95 -0.972073 0.771288 1.15912 0.279731
23.96 -0.960424 0.7741 1.17944 0.273479
23.97 -0.94857 0.776848 1.19898 0.267109
23.98 -0.93652 0.779533 1.21775 0.260621
23.99 -0.924281 0.782152 1.23577 0.254018
24 -0.911862 0.784705 1.25303 0.247302
24.01 -0.899269 0.78719 1.26957 0.240475
24.02 -0.886509 0.789607 1.28539 0.233539
24.03 -0.873591 0.791954 1.3005 0.226497
24.04 -0.860521 0.79423 1.31494 0.219351
24.05 -0.847305 0.796435 1.3287 0.212104
24.06 -0.833952 0.798567 1.34182 0.204758
24.07 -0.820466 0.800624 1.35432 0.197317
24.08 -0.806855 0.802608 1.36621 0.189783
24.09 -0.793124 0.804515 1.37752 0.18216
24.1 -0.77928 0.806346 1.38826 0.17445
24.11 -0.765328 0.808099 1.39846 0.166657
24.12 -0.751273 0.809774 1.40815 0.158785
24.13 -0.737121 0.81137 1.41734 0.150836
24.14 -0.722876 0.812886 1.42605 0.142815
24.15 -0.708544 0.814321 1.43432 0.134725
24.16 -0.694129 0.815675 1.44217 0.126569
24.17 -0.679635 0.816947 1.44961 0.118352
24.18 -0.665066 0.818136 1.45667 0.110078
24.19 -0.650426 0.819243 1.46338 0.10175
24.2 -0.635719 0.820265 1.46976 0.0933727
24.21 -0.620948 0.821204 1.47583 0.0849499
24.22 -0.606116 0.822057 1.48161 0.076486
24.23 -0.591225 0.822826 1.48713 0.0679851
24.24 -0.576279 0.823509 1.49241 0.0594514
24.25 -0.56128 0.824107 1.49747 0.0508894
24.26 -0.54623 0.824618 1.50234 0.0423033
24.27 -0.531132 0.825044 1.50703 0.0336975
24.28 -0.515986 0.825382 1.51157 0.0250764
24.29 -0.500794 0.825634 1.51598 0.0164445
24.3 -0.485558 0.825799 1.52028 0.00780621
24.31 -0.470279 0.825878 1.52448 -0.000834039
24.32 -0.454958 0.82587 1.52861 -0.00947177
24.33 -0.439595 0.825774 1.53269 -0.0181025
24.34 -0.424191 0.825592 1.53673 -0.0267219
24.35 -0.408747 0.825324 1.54076 -0.0353253
24.36 -0.393262 0.824969 1.54478 -0.0439085
24.37 -0.377737 0.824528 1.54882 -0.052467
24.38 -0.362171 0.824 1.5529 -0.0609964
24.39 -0.346564 0.823387 1.55702 -0.0694925
24.4 -0.330916 0.822689 1.56121 -0.0779508
24.41 -0.315225 0.821905 1.56548 -0.0863673
24.42 -0.299492 0.821037 1.56984 -0.0947376
24.43 -0.283715 0.820085 1.57431 -0.103058
24.44 -0.267893 0.81905 1.57889 -0.111323
24.45 -0.252025 0.817931 1.58361 -0.119531
24.46 -0.236109 0.816729 1.58847 -0.127675
24.47 -0.220145 0.815446 1.59349 -0.135754
24.48 -0.20413 0.814082 1.59867 -0.143763
24.49 -0.188063 0.812637 1.60402 -0.151698
24.5 -0.171942 0.811112 1.60956 -0.159556
24.51 -0.155766 0.809509 1.61529 -0.167333
24.52 -0.139532 0.807827 1.62122 -0.175025
24.53 -0.123238 0.806068 1.62735 -0.18263
24.54 -0.106883 0.804233 1.6337 -0.190144
24.55 -0.0904643 0.802322 1.64027 -0.197564
24.56 -0.0739793 0.800336 1.64706 -0.204887
24.57 -0.0574261 0.798277 1.65408 -0.21211
24.58 -0.0408023 0.796145 1.66133 -0.21923
24.59 -0.0241057 0.793942 1.66881 -0.226244
24.6 -0.00733385 0.791668 1.67653 -0.233151
24.61 0.00951557 0.789325 1.68449 -0.239947
24.62 0.026445 0.786913 1.69268 -0.24663
24.63 0.0434567 0.784435 1.70111 -0.253198
24.64 0.0605532 0.78189 1.70978 -0.259648
24.65 0.0777368 0.779281 1.71868 -0.26598
24.66 0.0950098 0.776607 1.72781 -0.27219
24.67 0.112375 0.773872 1.73717 -0.278278
24.68 0.129833 0.771075 1.74674 -0.284241
24.69 0.147388 0.768219 1.75653 -0.290078
24.7 0.165042 0.765303 1.76653 -0.295788
24.71 0.182796 0.76233 1.77672 -0.30137
24.72 0.200652 0.759302 1.78711 -0.306821
24.73 0.218613 0.756218 1.79767 -0.312142
24.74 0.23668 0.753081 1.8084 -0.317332
24.75 0.254854 0.749892 1.81928 -0.322389
24.76 0.273138 0.746652 1.83029 -0.327313
24.77 0.291533 0.743362 1.84144 -0.332103
24.78 0.31004 0.740024 1.85268 -0.33676
24.79 0.32866 0.73664 1.86401 -0.341282
24.8 0.347393 0.73321 1.87541 -0.345669
24.81 0.366242 0.729736 1.88685 -0.349922
24.82 0.385205 0.726219 1.89832 -0.35404
24.83 0.404283 0.722661 1.90978 -0.358024
24.84 0.423477 0.719063 1.92121 -0.361873
24.85 0.442785 0.715426 1.93258 -0.365588
24.86 0.462208 0.711752 1.94385 -0.36917
24.87 0.481744 0.708041 1.95501 -0.372618
24.88 0.501392 0.704297 1.96602 -0.375934
24.89 0.521151 0.700518 1.97683 -0.379118
24.9 0.541018 0.696708 1.98741 -0.382171
24.91 0.560992 0.692867 1.99773 -0.385093
24.92 0.58107 0.688997 2.00773 -0.387886
24.93 0.601248 0.685099 2.01738 -0.39055
24.94 0.621523 0.681174 2.02663 -0.393087
24.95 0.641891 0.677223 2.03544 -0.395498
24.96 0.662347 0.673248 2.04375 -0.397784
24.97 0.682887 0.66925 2.05151 -0.399945
24.98 0.703505 0.665231 2.05866 -0.401984
24.99 0.724195 0.661191 2.06516 -0.403902
25 0.744951 0.657132 2.07095 -0.405701
25.01 0.765764 0.653054 2.07596 -0.40738
25.02 0.786628 0.64896 2.08013 -0.408944
25.03 0.807533 0.64485 2.08341 -0.410391
25.04 0.828472 0.640726 2.08572 -0.411726
25.05 0.849434 0.636588 2.08701 -0.412948
25.06 0.870409 0.632437 2.0872 -0.41406
25.07 0.891385 0.628276 2.08622 -0.415064
25.08 0.912352 0.624105 2.08401 -0.41596
25.09 0.933297 0.619924 2.0805 -0.416752
25.1 0.954206 0.615736 2.07561 -0.41744
25.11 0.975066 0.61154 2.06927 -0.418027
25.12 0.995863 0.607339 2.06142 -0.418514
25.13 1.01658 0.603133 2.05199 -0.418904
25.14 1.0372 0.598923 2.04089 -0.419198
25.15 1.05771 0.59471 2.02807 -0.419398
25.16 1.0781 0.590495 2.01345 -0.419505
25.17 1.09833 0.586279 1.99697 -0.419523
25.18 1.1184 0.582063 1.97857 -0.419452
25.19 1.13829 0.577847 1.95817 -0.419295
25.2 1.15797 0.573633 1.93573 -0.419053
25.21 1.17742 0.569421 1.91119 -0.418729
25.22 1.19663 0.565213 1.88449 -0.418325
25.23 1.21557 0.561009 1.85558 -0.417841
25.24 1.23422 0.55681 1.82443 -0.417281
25.25 1.25255 0.552616 1.79099 -0.416647
25.26 1.27055 0.548428 1.75523 -0.415939
25.27 1.28819 0.544248 1.71713 -0.41516
25.28 1.30545 0.540076 1.67666 -0.414312
25.29 1.3223 0.535912 1.63382 -0.413397
25.3 1.33872 0.531757 1.58859 -0.412416
25.31 1.35469 0.527612 1.54099 -0.411372
25.32 1.37018 0.523478 1.49101 -0.410266
25.33 1.38516 0.519355 1.43868 -0.4091
25.34 1.39962 0.515243 1.38402 -0.407875
25.35 1.41353 0.511144 1.32708 -0.406595
25.36 1.42687 0.507058 1.2679 -0.405259
25.37 1.43961 0.502985 1.20653 -0.403871
25.38 1.45173 0.498926 1.14305 -0.402431
25.39 1.46322 0.494881 1.07751 -0.400942
25.4 1.47405 0.490852 1.01001 -0.399406
25.41 1.4842 0.486838 0.940641 -0.397823
25.42 1.49366 0.482839 0.869502 -0.396195
25.43 1.50239 0.478858 0.796702 -0.394524
25.44 1.5104 0.474893 0.722363 -0.392812
25.45 1.51766 0.470945 0.646608 -0.39106
25.46 1.52416 0.467015 0.569573 -0.38927
25.47 1.52988 0.463102 0.491399 -0.387442
25.48 1.53482 0.459208 0.412231 -0.38558
25.49 1.53897 0.455333 0.332223 -0.383683
25.5 1.5423 0.451477 0.251531 -0.381754
25.51 1.54483 0.447641 0.170317 -0.379794
25.52 1.54654 0.443824 0.0887449 -0.377804
25.53 1.54744 0.440027 0.00698091 -0.375786
25.54 1.54751 0.43625 -0.0748069 -0.37374
25.55 1.54675 0.432494 -0.15645 -0.371669
25.56 1.54518 0.428758 -0.237781 -0.369573
25.57 1.54279 0.425044 -0.318633 -0.367454
25.58 1.53959 0.421351 -0.398842 -0.365313
25.59 1.53558 0.41768 -0.478247 -0.36315
25.6 1.53078 0.41403 -0.55669 -0.360968
25.61 1.52518 0.410402 -0.63402 -0.358768
25.62 1.51881 0.406796 -0.710088 -0.356549
25.63 1.51167 0.403213 -0.784755 -0.354315
25.64 1.50378 0.399652 -0.857887 -0.352064
25.65 1.49516 0.396114 -0.929357 -0.3498
25.66 1.48582 0.392598 -0.999047 -0.347522
25.67 1.47578 0.389106 -1.06685 -0.345232
25.68 1.46506 0.385636 -1.13266 -0.34293
25.69 1.45368 0.382189 -1.19638 -0.340617
25.7 1.44165 0.378766 -1.25795 -0.338295
25.71 1.42901 0.375366 -1.31727 -0.335964
25.72 1.41577 0.37199 -1.37429 -0.333626
25.73 1.40196 0.368637 -1.42895 -0.33128
25.74 1.3876 0.365307 -1.48121 -0.328927
25.75 1.37271 0.362002 -1.53104 -0.32657
25.76 1.35732 0.35872 -1.5784 -0.324207
25.77 1.34146 0.355461 -1.62329 -0.321841
25.78 1.32515 0.352227 -1.66568 -0.319471
25.79 1.30841 0.349016 -1.70559 -0.317099
25.8 1.29127 0.345829 -1.74302 -0.314725
25.81 1.27375 0.342666 -1.77798 -0.31235
25.82 1.25588 0.339527 -1.8105 -0.309974
25.83 1.23768 0.336412 -1.84061 -0.307598
25.84 1.21918 0.33332 -1.86833 -0.305223
25.85 1.20041 0.330253 -1.89372 -0.302848
25.86 1.18138 0.327209 -1.91682 -0.300476
25.87 1.16211 0.324189 -1.93767 -0.298106
25.88 1.14264 0.321193 -1.95634 -0.295739
25.89 1.12298 0.318221 -1.97288 -0.293375
25.9 1.10315 0.315272 -1.98735 -0.291014
25.91 1.08317 0.312348 -1.99982 -0.288659
25.92 1.06308 0.309447 -2.01036 -0.286307
25.93 1.04287 0.306569 -2.01902 -0.283961
25.94 1.02258 0.303715 -2.02589 -0.281621
25.95 1.00222 0.300885 -2.03104 -0.279286
25.96 0.981807 0.298078 -2.03453 -0.276958
25.97 0.96136 0.295295 -2.03644 -0.274637
25.98 0.940893 0.292534 -2.03684 -0.272323
25.99 0.920423 0.289798 -2.0358 -0.270016
26 0.899962 0.287084 -2.0334 -0.267717
26.01 0.879526 0.284393 -2.02971 -0.265427
26.02 0.859127 0.281726 -2.02479 -0.263144
26.03 0.838778 0.279081 -2.01871 -0.260871
26.04 0.81849 0.276459 -2.01155 -0.258606
26.05 0.798273 0.27386 -2.00336 -0.256351
26.06 0.778139 0.271284 -1.99421 -0.254105
26.07 0.758097 0.26873 -1.98417 -0.251869
26.08 0.738156 0.266199 -1.9733 -0.249643
26.09 0.718324 0.26369 -1.96164 -0.247427
26.1 0.698609 0.261203 -1.94927 -0.245222
26.11 0.679018 0.258739 -1.93623 -0.243027
26.12 0.659559 0.256296 -1.92258 -0.240843
26.13 0.640237 0.253876 -1.90837 -0.23867
26.14 0.621057 0.251477 -1.89365 -0.236509
26.15 0.602026 0.2491 -1.87845 -0.234359
26.16 0.583147 0.246745 -1.86284 -0.23222
26.17 0.564425 0.244411 -1.84684 -0.230093
26.18 0.545864 0.242098 -1.83051 -0.227978
26.19 0.527467 0.239807 -1.81387 -0.225874
26.2 0.509237 0.237537 -1.79696 -0.223783
26.21 0.491178 0.235288 -1.77982 -0.221704
26.22 0.47329 0.23306 -1.76249 -0.219637
26.23 0.455577 0.230852 -1.74498 -0.217583
26.24 0.43804 0.228666 -1.72733 -0.215541
26.25 0.42068 0.226499 -1.70956 -0.213511
26.26 0.403498 0.224354 -1.6917 -0.211494
26.27 0.386496 0.222228 -1.67378 -0.20949
26.28 0.369675 0.220123 -1.65582 -0.207499
26.29 0.353033 0.218037 -1.63783 -0.20552
26.3 0.336573 0.215972 -1.61983 -0.203554
26.31 0.320293 0.213926 -1.60184 -0.201602
26.32 0.304195 0.2119 -1.58389 -0.199662
26.33 0.288276 0.209893 -1.56598 -0.197735
26.34 0.272538 0.207906 -1.54812 -0.195821
26.35 0.256979 0.205938 -1.53033 -0.19392
26.36 0.241599 0.203989 -1.51263 -0.192032
26.37 0.226397 0.202059 -1.49501 -0.190157
26.38 0.211372 0.200148 -1.4775 -0.188296
26.39 0.196522 0.198255 -1.46009 -0.186447
26.4 0.181848 0.196382 -1.4428 -0.184612
26.41 0.167348 0.194526 -1.42564 -0.182789
26.42 0.15302 0.192689 -1.4086 -0.18098
26.43 0.138863 0.19087 -1.3917 -0.179184
26.44 0.124877 0.189069 -1.37493 -0.177401
26.45 0.111058 0.187287 -1.3583 -0.17563
26.46 0.0974071 0.185521 -1.34183 -0.173873
26.47 0.0839215 0.183774 -1.32549 -0.172129
26.48 0.0706001 0.182044 -1.30931 -0.170398
26.49 0.0574413 0.180332 -1.29328 -0.16868
26.5 0.0444436 0.178636 -1.2774 -0.166975
26.51 0.0316056 0.176958 -1.26167 -0.165282
26.52 0.0189256 0.175297 -1.24609 -0.163603
26.53 0.00640219 0.173653 -1.23067 -0.161936
26.54 -0.0059662 0.172025 -1.21539 -0.160282
26.55 -0.0181811 0.170414 -1.20027 -0.15864
26.56 -0.0302439 0.16882 -1.18529 -0.157012
26.57 -0.0421563 0.167242 -1.17046 -0.155396
26.58 -0.0539196 0.16568 -1.15577 -0.153792
26.59 -0.0655353 0.164135 -1.14123 -0.152201
26.6 -0.0770049 0.162605 -1.12683 -0.150622
26.61 -0.0883297 0.161091 -1.11256 -0.149056
26.62 -0.0995112 0.159593 -1.09843 -0.147502
26.63 -0.110551 0.158111 -1.08443 -0.145961
26.64 -0.121449 0.156644 -1.07056 -0.144431
26.65 -0.132209 0.155192 -1.05682 -0.142914
26.66 -0.14283 0.153756 -1.0432 -0.141409
26.67 -0.153314 0.152335 -1.02969 -0.139915
26.68 -0.163663 0.150929 -1.0163 -0.138434
26.69 -0.173877 0.149537 -1.00303 -0.136965
26.7 -0.183957 0.148161 -0.989855 -0.135507
26.71 -0.193906 0.146799 -0.976788 -0.134061
26.72 -0.203722 0.145452 -0.963822 -0.132627
26.73 -0.213409 0.144119 -0.950951 -0.131204
26.74 -0.222966 0.1428 -0.938173 -0.129793
26.75 -0.232395 0.141496 -0.925484 -0.128393
26.76 -0.241696 0.140205 -0.912879 -0.127004
26.77 -0.250871 0.138929 -0.900355 -0.125627
26.78 -0.25992 0.137666 -0.887908 -0.124261
26.79 -0.268843 0.136418 -0.875534 -0.122906
26.8 -0.277643 0.135182 -0.863229 -0.121562
26.81 -0.286318 0.133961 -0.85099 -0.120229
26.82 -0.294871 0.132752 -0.838813 -0.118907
26.83 -0.303301 0.131557 -0.826695 -0.117595
26.84 -0.311609 0.130375 -0.81463 -0.116294
26.85 -0.319797 0.129207 -0.802618 -0.115004
26.86 -0.327863 0.128051 -0.790652 -0.113725
26.87 -0.335809 0.126908 -0.778731 -0.112455
26.88 -0.343636 0.125778 -0.766851 -0.111197
26.89 -0.351343 0.12466 -0.755009 -0.109948
26.9 -0.35893 0.123555 -0.743202 -0.10871
26.91 -0.3664 0.122463 -0.731426 -0.107481
26.92 -0.373751 0.121382 -0.719679 -0.106263
26.93 -0.380984 0.120314 -0.707957 -0.105055
26.94 -0.388099 0.119259 -0.696259 -0.103856
26.95 -0.395096 0.118215 -0.68458 -0.102667
26.96 -0.401976 0.117183 -0.67292 -0.101488
26.97 -0.408739 0.116163 -0.661276 -0.100319
26.98 -0.415385 0.115155 -0.649644 -0.0991586
26.99 -0.421914 0.114158 -0.638023 -0.0980079
27 -0.428327 0.113173 -0.626412 -0.0968666
27.01 -0.434622 0.1122 -0.614807 -0.0957345
27.02 -0.440801 0.111238 -0.603207 -0.0946116
27.03 -0.446863 0.110287 -0.591611 -0.0934977
27.04 -0.452809 0.109347 -0.580017 -0.0923928
27.05 -0.458638 0.108418 -0.568423 -0.0912967
27.06 -0.464351 0.107501 -0.556829 -0.0902095
27.07 -0.469947 0.106594 -0.545232 -0.089131
27.08 -0.475427 0.105699 -0.533632 -0.0880611
27.09 -0.48079 0.104813 -0.522029 -0.0869998
27.1 -0.486037 0.103939 -0.51042 -0.0859469
27.11 -0.491166 0.103075 -0.498806 -0.0849023
27.12 -0.496179 0.102222 -0.487186 -0.0838661
27.13 -0.501076 0.101379 -0.47556 -0.0828381
27.14 -0.505855 0.100547 -0.463928 -0.0818181
27.15 -0.510518 0.0997244 -0.452288 -0.0808063
27.16 -0.515063 0.0989123 -0.440642 -0.0798023
27.17 -0.519492 0.0981102 -0.42899 -0.0788062
27.18 -0.523803 0.0973182 -0.417331 -0.0778179
27.19 -0.527998 0.0965361 -0.405667 -0.0768373
27.2 -0.532075 0.0957639 -0.393997 -0.0758643
27.21 -0.536034 0.0950015 -0.382323 -0.0748988
27.22 -0.539877 0.0942487 -0.370644 -0.0739407
27.23 -0.543602 0.0935056 -0.358963 -0.07299
27.24 -0.547209 0.092772 -0.34728 -0.0720466
27.25 -0.5507 0.092048 -0.335596 -0.0711104
27.26 -0.554072 0.0913333 -0.323912 -0.0701813
27.27 -0.557328 0.0906279 -0.31223 -0.0692592
27.28 -0.560466 0.0899319 -0.300552 -0.0683441
27.29 -0.563486 0.089245 -0.288878 -0.0674358
27.3 -0.56639 0.0885673 -0.27721 -0.0665343
27.31 -0.569176 0.0878986 -0.265551 -0.0656396
27.32 -0.571844 0.0872389 -0.253902 -0.0647514
27.33 -0.574396 0.0865881 -0.242264 -0.0638698
27.34 -0.576831 0.0859462 -0.230641 -0.0629947
27.35 -0.579149 0.0853131 -0.219034 -0.062126
27.36 -0.58135 0.0846888 -0.207445 -0.0612635
27.37 -0.583435 0.084073 -0.195877 -0.0604073
27.38 -0.585404 0.0834659 -0.184332 -0.0595573
27.39 -0.587256 0.0828674 -0.172812 -0.0587133
27.4 -0.588993 0.0822773 -0.161319 -0.0578753
27.41 -0.590614 0.0816956 -0.149857 -0.0570432
27.42 -0.592121 0.0811224 -0.138428 -0.056217
27.43 -0.593512 0.0805574 -0.127034 -0.0553965
27.44 -0.594788 0.0800006 -0.115679 -0.0545818
27.45 -0.595951 0.0794521 -0.104364 -0.0537726
27.46 -0.597 0.0789116 -0.0930922 -0.052969
27.47 -0.597936 0.0783793 -0.0818671 -0.0521709
27.48 -0.598758 0.077855 -0.0706909 -0.0513781
27.49 -0.599469 0.0773386 -0.0595666 -0.0505906
27.5 -0.600067 0.0768302 -0.0484969 -0.0498084
27.51 -0.600555 0.0763296 -0.0374845 -0.0490314
27.52 -0.600932 0.0758368 -0.0265324 -0.0482595
27.53 -0.601198 0.0753518 -0.0156434 -0.0474925
27.54 -0.601355 0.0748745 -0.00482016 -0.0467306
27.55 -0.601404 0.0744048 0.00593443 -0.0459735
27.56 -0.601344 0.0739428 0.0166176 -0.0452212
27.57 -0.601177 0.0734883 0.0272266 -0.0444736
27.58 -0.600904 0.0730413 0.0377587 -0.0437307
27.59 -0.600524 0.0726018 0.0482112 -0.0429924
27.6 -0.60004 0.0721698 0.0585814 -0.0422586
27.61 -0.599451 0.0717451 0.0688667 -0.0415292
27.62 -0.598759 0.0713277 0.0790645 -0.0408043
27.63 -0.597964 0.0709176 0.0891722 -0.0400836
27.64 -0.597068 0.0705147 0.0991873 -0.0393672
27.65 -0.596071 0.0701191 0.109107 -0.0386549
27.66 -0.594974 0.0697306 0.11893 -0.0379468
27.67 -0.593779 0.0693492 0.128653 -0.0372427
27.68 -0.592486 0.0689749 0.138274 -0.0365425
27.69 -0.591097 0.0686077 0.147791 -0.0358463
27.7 -0.589611 0.0682474 0.157201 -0.0351539
27.71 -0.588031 0.0678941 0.166503 -0.0344652
27.72 -0.586358 0.0675477 0.175694 -0.0337803
27.73 -0.584592 0.0672082 0.184773 -0.0330989
27.74 -0.582735 0.0668756 0.193738 -0.0324212
27.75 -0.580788 0.0665498 0.202586 -0.0317469
27.76 -0.578752 0.0662307 0.211317 -0.0310761
27.77 -0.576628 0.0659184 0.219929 -0.0304086
27.78 -0.574418 0.0656128 0.22842 -0.0297445
27.79 -0.572122 0.0653138 0.236788 -0.0290835
27.8 -0.569743 0.0650215 0.245033 -0.0284258
27.81 -0.56728 0.0647358 0.253153 -0.0277711
27.82 -0.564736 0.0644567 0.261147 -0.0271195
27.83 -0.562111 0.0641842 0.269013 -0.0264709
27.84 -0.559408 0.0639181 0.276751 -0.0258252
27.85 -0.556626 0.0636586 0.28436 -0.0251824
27.86 -0.553768 0.0634055 0.291839 -0.0245423
27.87 -0.550835 0.0631589 0.299187 -0.023905
27.88 -0.547828 0.0629186 0.306404 -0.0232703
27.89 -0.544749 0.0626847 0.313489 -0.0226382
27.9 -0.541598 0.0624572 0.320441 -0.0220087
27.91 -0.538378 0.062236 0.32726 -0.0213817
27.92 -0.535089 0.0620211 0.333946 -0.020757
27.93 -0.531733 0.0618125 0.340499 -0.0201348
27.94 -0.528311 0.0616102 0.346918 -0.0195148
27.95 -0.524824 0.061414 0.353203 -0.018897
27.96 -0.521274 0.0612241 0.359354 -0.0182815
27.97 -0.517663 0.0610404 0.365372 -0.017668
27.98 -0.513991 0.0608628 0.371256 -0.0170566
27.99 -0.510259 0.0606914 0.377007 -0.0164472
28 -0.50647 0.0605261 0.382625 -0.0158397
28.01 -0.502625 0.0603669 0.388111 -0.0152341
28.02 -0.498724 0.0602138 0.393464 -0.0146303
28.03 -0.49477 0.0600668 0.398685 -0.0140283
28.04 -0.490763 0.0599258 0.403776 -0.0134279
28.05 -0.486705 0.0597908 0.408736 -0.0128292
28.06 -0.482597 0.0596619 0.413566 -0.0122321
28.07 -0.478441 0.059539 0.418268 -0.0116364
28.08 -0.474237 0.059422 0.422841 -0.0110423
28.09 -0.469988 0.059311 0.427286 -0.0104495
28.1 -0.465693 0.059206 0.431606 -0.0098581
28.11 -0.461356 0.0591069 0.4358 -0.00926796
28.12 -0.456976 0.0590138 0.439869 -0.00867905
28.13 -0.452555 0.0589266 0.443816 -0.00809131
28.14 -0.448095 0.0588453 0.44764 -0.00750467
28.15 -0.443596 0.0587698 0.451342 -0.00691909
28.16 -0.43906 0.0587003 0.454925 -0.00633451
28.17 -0.434488 0.0586366 0.45839 -0.00575086
28.18 -0.429881 0.0585788 0.461736 -0.00516809
28.19 -0.42524 0.0585269 0.464967 -0.00458615
28.2 -0.420567 0.0584808 0.468082 -0.00400497
28.21 -0.415863 0.0584406 0.471085 -0.0034245
28.22 -0.411128 0.0584061 0.473974 -0.00284468
28.23 -0.406365 0.0583775 0.476754 -0.00226545
28.24 -0.401573 0.0583548 0.479423 -0.00168677
28.25 -0.396755 0.0583378 0.481985 -0.00110857
28.26 -0.391911 0.0583267 0.48444 -0.000530788
28.27 -0.387042 0.0583213 0.48679 4.66216e-05
28.28 -0.38215 0.0583218 0.489036 0.000623719
28.29 -0.377235 0.0583281 0.49118 0.00120056
28.3 -0.372299 0.0583402 0.493224 0.0017772
28.31 -0.367342 0.058358 0.495168 0.0023537
28.32 -0.362365 0.0583817 0.497014 0.00293011
28.33 -0.35737 0.0584111 0.498764 0.00350649
28.34 -0.352357 0.0584464 0.50042 0.0040829
28.35 -0.347328 0.0584874 0.501982 0.00465938
28.36 -0.342283 0.0585342 0.503452 0.00523601
28.37 -0.337223 0.0585868 0.504831 0.00581283
28.38 -0.33215 0.0586453 0.506122 0.00638989
28.39 -0.327063 0.0587095 0.507326 0.00696727
28.4 -0.321964 0.0587795 0.508443 0.007545
28.41 -0.316854 0.0588553 0.509476 0.00812315
28.42 -0.311734 0.058937 0.510426 0.00870178
28.43 -0.306604 0.0590244 0.511293 0.00928093
28.44 -0.301466 0.0591177 0.512081 0.00986068
28.45 -0.296319 0.0592168 0.51279 0.0104411
28.46 -0.291166 0.0593217 0.513421 0.0110221
28.47 -0.286006 0.0594325 0.513976 0.011604
28.48 -0.28084 0.0595491 0.514456 0.0121866
28.49 -0.27567 0.0596716 0.514862 0.0127701
28.5 -0.270495 0.0598 0.515196 0.0133546
28.51 -0.265317 0.0599342 0.515459 0.01394
28.52 -0.260137 0.0600743 0.515652 0.0145264
28.53 -0.254955 0.0602203 0.515777 0.0151139
28.54 -0.249771 0.0603722 0.515834 0.0157026
28.55 -0.244587 0.06053 0.515825 0.0162925
28.56 -0.239403 0.0606937 0.515751 0.0168836
28.57 -0.234219 0.0608634 0.515613 0.0174761
28.58 -0.229037 0.061039 0.515412 0.0180699
28.59 -0.223857 0.0612206 0.51515 0.0186652
28.6 -0.21868 0.0614082 0.514827 0.0192619
28.61 -0.213506 0.0616018 0.514444 0.0198602
28.62 -0.208336 0.0618014 0.514002 0.0204601
28.63 -0.20317 0.062007 0.513502 0.0210617
28.64 -0.198009 0.0622187 0.512946 0.0216649
28.65 -0.192854 0.0624364 0.512334 0.0222699
28.66 -0.187705 0.0626603 0.511667 0.0228768
28.67 -0.182562 0.0628902 0.510945 0.0234855
28.68 -0.177427 0.0631262 0.51017 0.0240962
